ID_REF,accelerated_age69
cg23322172,0.754
cg23338195,0.76064
cg23367341,0.40312
cg23371436,0.58041
cg23376526,0.07001
cg23431721,0.12606
cg23510415,0.42817
cg23511118,0.12696
cg23568913,0.04297
cg23573129,0.52005
cg23668631,0.19252
cg23691771,0.8673
cg23710218,0.14564
cg23771366,0.36078
cg23777956,0.11646
cg23800435,0.88199
cg23814988,0.0458
cg23818978,0.83112
cg23832061,0.03888
cg23842572,0.83594
cg23923856,0.09784
cg23938637,0.88213
cg23944298,0.42675
cg24000528,0.58376
cg24093538,0.25466
cg24110063,0.86397
cg24110177,0.03447
cg24115922,0.0
cg24125648,0.1286
cg24126612,0.92057
cg24145109,0.18812
cg24172278,0.86307
cg24208206,0.06756
cg24304712,0.10131
cg24332433,0.07271
cg24391240,0.0115
cg24393673,0.51044
cg24407308,0.06095
cg24420742,0.78137
cg24429836,0.55115
cg24493940,0.18504
cg24493971,0.09023
cg24505122,0.87445
cg24505341,0.31805
cg24506130,0.93616
cg24521756,0.36306
cg24556026,0.61978
cg24580066,0.0
cg24651706,0.0558
cg24674703,0.51071
cg24675983,0.82756
cg24708145,0.78733
cg24765579,0.04648
cg24801535,0.89087
cg24805559,0.84462
cg24859433,0.72751
cg24869272,0.40877
cg24894584,0.74105
cg24921089,0.21003
cg24924577,0.32532
cg25022327,0.94097
cg25024993,0.25492
cg25092328,0.0488
cg25136687,0.06555
cg25149516,0.91038
cg25189904,0.40902
cg25229964,0.8674
cg25251635,0.0475
cg25256723,0.5859
cg25291250,0.84906
cg25325512,0.24366
cg25371036,0.52555
cg25428451,0.07134
cg25448355,0.88037
cg25450266,0.09605
cg25459323,0.19004
cg25536676,0.13164
cg25567048,0.83975
cg25572904,0.7026
cg25587069,0.06035
cg25598319,0.20636
cg25613227,0.8038
cg25616777,0.64479
cg25629712,0.8837
cg25654926,0.80371
cg25663874,0.93995
cg25713185,0.25752
cg25741192,0.03547
cg25761955,0.82495
cg25769980,0.93806
cg25806704,0.56663
cg25841091,0.03903
cg25845889,0.6936
cg25876186,0.96319
cg25881193,0.04899
cg25898500,0.07496
cg25939203,0.51609
cg25939861,0.83917
cg25949550,0.15127
cg25955180,0.21699
cg25966649,0.85348
cg25977769,0.40565
cg26009035,0.26388
cg26022315,0.06106
cg26036479,0.00204
cg26074100,0.63917
cg26091688,0.04401
cg26096837,0.25841
cg26104204,0.06277
cg26109803,0.91326
cg26110733,0.92486
cg26116499,0.80885
cg26126740,0.75189
cg26156167,0.058
cg26191447,0.12306
cg26201213,0.29461
cg26206456,0.80728
cg26212924,0.05913
cg26219051,0.29341
cg26266429,0.56898
cg26312920,0.71486
cg26350286,0.09385
cg26357744,0.05107
cg26359730,0.68853
cg26372792,0.02157
cg26382071,0.04625
cg26394737,0.08965
cg26394940,0.12558
cg26403206,0.8705
cg26403843,0.27752
cg26407029,0.92342
cg26411299,0.86942
cg26433444,0.83422
cg26470115,0.88966
cg26470314,0.58601
cg26471058,0.80437
cg26481784,0.00642
cg26527903,0.95565
cg26573797,0.95121
cg26581729,0.36629
cg26614073,0.42066
cg26665419,0.08255
cg26711820,0.43765
cg26746469,0.81742
cg26805150,0.80819
cg26815229,0.09913
cg26816491,0.65586
cg26824091,0.0604
cg26837962,0.93652
cg26842024,0.14312
cg26853093,0.01924
cg26866325,0.1415
cg26867866,0.04609
cg26881591,0.91174
cg26898166,0.12321
cg26905845,0.60125
cg26921969,0.2837
cg26932976,0.05004
cg26943759,0.82745
cg26950531,0.2066
cg26960221,0.83905
cg26967875,0.06258
cg26975476,0.82279
cg26987613,0.40153
cg27015931,0.12654
cg27067781,0.20657
cg27113347,0.6459
cg27114661,0.01595
cg27115863,0.33619
cg27134386,0.10246
cg27145096,0.12731
cg27152890,0.64687
cg27187881,0.09092
cg27243685,0.83282
cg27244482,0.74825
cg27272363,0.51279
cg27294156,0.82302
cg27326062,0.80971
cg27336439,0.7091
cg27367952,0.07263
cg27380813,0.65306
cg27396830,0.94829
cg27440834,0.80856
cg27493997,0.1712
cg27505538,0.05363
cg27514224,0.95527
cg27569863,0.41472
cg27626102,0.13809
cg27628536,0.18813
cg27637521,0.06956
cg27655905,0.07527
